trip_uuid,source_center,osrm_distance,p_breach_carting,p_breach_ftl,exp_cost_carting,exp_cost_ftl,historical_choice,recommended_route_type,cost_savings
trip-153680795741391593,IND000000ACB,67.0194,0.647,0.688,390.3780120605469,511.65625756835936,Carting,Carting,121.27824550781247
trip-153684826572556692,IND000000ACB,55.3495,0.551,0.61,330.960095703125,443.14328125,Carting,Carting,112.183185546875
trip-153687127868367956,IND000000ACB,52.2697,0.336,0.622,220.09503264160156,441.53679882812503,Carting,Carting,221.44176618652347
trip-153689629912972064,IND000000ACB,46.7884,0.662,0.694,377.8246548828125,464.1842263183594,Carting,Carting,86.35957143554685
trip-153694156270022438,IND000000ACB,50.2581,0.539,0.639,319.6369757324219,445.1183334960938,Carting,Carting,125.4813577636719
trip-153695721266400849,IND000000ACB,67.1012,0.42,0.753,277.12999333496094,544.475900390625,Carting,Carting,267.3459070556641
trip-153697986613903479,IND000000ACB,62.0069,0.78,0.827,451.9108916992187,568.6698684082031,Carting,Carting,116.75897670898439
trip-153702185853042975,IND000000ACB,51.2675,0.653,0.716,377.5974865722656,486.264697265625,Carting,Carting,108.66721069335938
trip-153710786641454121,IND000000ACB,55.639700000000005,0.551,0.61,331.250295703125,443.86878125,Carting,Carting,112.61848554687498
trip-153719504568370063,IND000000ACB,50.8458,0.742,0.778,422.0016532714844,515.9540385742188,Carting,Carting,93.9523853027344
trip-153728124852371372,IND000000ACB,49.3534,0.761,0.784,429.6829288085938,515.4091042480469,Carting,Carting,85.72617543945313
trip-153736938696938988,IND000000ACB,54.9166,0.601,0.631,355.2761886230469,452.71316137695317,Carting,Carting,97.43697275390628
trip-153745378475905119,IND000000ACB,50.3923,0.761,0.784,430.7218288085937,518.0063542480468,Carting,Carting,87.28452543945309
trip-153754217852483818,IND000000ACB,50.9034,0.752,0.787,427.1419864257812,520.6834572753907,Carting,Carting,93.54147084960942
trip-153762667340452045,IND000000ACB,55.5139,0.551,0.61,331.124495703125,443.55428125000003,Carting,Carting,112.42978554687505
trip-153771435705106597,IND000000ACB,49.3865,0.761,0.784,429.71602880859376,515.4918542480468,Carting,Carting,85.77582543945306
trip-153780113854663458,IND000000ACB,49.4454,0.761,0.784,429.77492880859376,515.6391042480469,Carting,Carting,85.86417543945316
trip-153788807061021227,IND000000ACB,49.3394,0.77,0.793,434.501753515625,519.8630568847657,Carting,Carting,85.36130336914067
trip-153797271442655199,IND000000ACB,49.2359,0.761,0.784,429.56542880859377,515.1153542480469,Carting,Carting,85.54992543945309
trip-153805970098367291,IND000000ACB,49.4225,0.761,0.784,429.75202880859376,515.5818542480469,Carting,Carting,85.82982543945309
trip-153814785246975946,IND000000ACB,57.9961,0.603,0.633,359.4972901855469,461.5200046386719,Carting,Carting,102.02271445312499
trip-153823190808399553,IND000000ACB,49.4047,0.761,0.784,429.73422880859374,515.5373542480469,Carting,Carting,85.80312543945314
trip-153840738832805377,IND000000ACB,36.9339,0.9,0.906,486.942933203125,545.2540920410156,Carting,Carting,58.311158837890616
trip-153848928915940636,IND000000ACB,49.3262,0.761,0.784,429.6557288085937,515.3411042480469,Carting,Carting,85.6853754394532
trip-153857888264244500,IND000000ACB,49.4982,0.77,0.793,434.660553515625,520.2600568847656,Carting,Carting,85.59950336914062
trip-153677406123639050,IND000000ACB,38.8088,0.711,0.754,394.5364611328125,474.1119658203125,Carting,Carting,79.57550468749997
trip-153678814642487958,IND000000ACB,37.8914,0.589,0.822,332.42872299804685,505.5492702636719,Carting,Carting,173.12054726562502
trip-153686024359304370,IND000000ACB,38.5775,0.711,0.754,394.3051611328125,473.5337158203125,Carting,Carting,79.22855468750004
trip-153687600671435521,IND000000ACB,38.142700000000005,0.603,0.83,339.71673564453124,510.38070629882816,Carting,Carting,170.66397065429692
trip-153695934721226872,IND000000ACB,39.2915,0.602,0.83,340.53008642578123,513.0548913574219,Carting,Carting,172.52480493164063
trip-153703306238967911,IND000000ACB,38.3342,0.711,0.754,394.0618611328125,472.9254658203125,Carting,Carting,78.86360468750001
trip-153704793384309145,IND000000ACB,45.7866,0.402,0.711,246.61011684570312,469.938423828125,Carting,Carting,223.32830698242188
trip-153711813775823067,IND000000ACB,38.4326,0.711,0.754,394.1602611328125,473.1714658203125,Carting,Carting,79.01120468750003
trip-153713366572447712,IND000000ACB,47.0977,0.402,0.711,247.92121684570313,473.216173828125,Carting,Carting,225.2949569824219
trip-153720384542389994,IND000000ACB,38.7271,0.711,0.754,394.4547611328125,473.9077158203125,Carting,Carting,79.45295468749998
trip-153721892773980138,IND000000ACB,39.1158,0.602,0.83,340.35438642578123,512.6156413574219,Carting,Carting,172.26125493164062
trip-153730292243761386,IND000000ACB,38.6109,0.582,0.789,329.73495395507814,491.1111428222656,Carting,Carting,161.37618886718747
trip-153739190548864893,IND000000ACB,39.499300000000005,0.602,0.83,340.73788642578126,513.5743913574219,Carting,Carting,172.8365049316406
trip-153746557846375428,IND000000ACB,53.4122,0.415,0.587,260.91360380859373,427.22517163085934,Carting,Carting,166.3115678222656
trip-153748198409589397,IND000000ACB,38.6135,0.616,0.838,346.8087209472656,515.4115576171876,Carting,Carting,168.60283666992194
trip-153755086472999238,IND000000ACB,40.8232,0.711,0.754,396.5508611328125,479.1479658203125,Carting,Carting,82.5971046875
trip-153756682130374315,IND000000ACB,48.4264,0.402,0.711,249.24991684570313,476.53792382812503,Carting,Carting,227.2880069824219
trip-153763882833620318,IND000000ACB,48.1302,0.521,0.621,308.5518003417969,430.73553417968753,Carting,Carting,122.18373383789066
trip-153765302532108676,IND000000ACB,39.1486,0.602,0.83,340.38718642578124,512.6976413574218,Carting,Carting,172.3104549316406
trip-153772617792584485,IND000000ACB,52.2098,0.355,0.587,229.91240620117188,424.21917163085936,Carting,Carting,194.3067654296875
trip-153773901935921727,IND000000ACB,39.3076,0.602,0.83,340.54618642578123,513.0951413574219,Carting,Carting,172.54895493164065
trip-153781025905549092,IND000000ACB,45.411,0.521,0.639,305.8326003417969,433.23895629882816,Carting,Carting,127.40635595703128
trip-153782623663086868,IND000000ACB,38.9439,0.602,0.83,340.18248642578124,512.1858913574218,Carting,Carting,172.0034049316406
trip-153789856191206799,IND000000ACB,58.8328,0.231,0.489,174.1130734375,391.39517138671874,Carting,Carting,217.28209794921875
trip-153790894262867787,IND000000ACB,38.7781,0.582,0.789,329.9021539550781,491.5291428222656,Carting,Carting,161.6269888671875
trip-153798379568186673,IND000000ACB,38.9783,0.711,0.754,394.7059611328125,474.5357158203125,Carting,Carting,79.82975468749999
trip-153806874966113335,IND000000ACB,40.3824,0.711,0.754,396.1100611328125,478.0459658203125,Carting,Carting,81.9359046875
trip-153807246198107771,IND000000ACB,47.5923,0.403,0.621,248.84684711914062,429.3907841796875,Carting,Carting,180.54393706054688
trip-153815699721684816,IND000000ACB,40.7902,0.711,0.754,396.5178611328125,479.0654658203125,Carting,Carting,82.54760468749998
trip-153817489878511144,IND000000ACB,46.7135,0.416,0.723,254.6001424560547,478.1874670410156,Carting,Carting,223.58732458496092
trip-153824364807265935,IND000000ACB,38.1648,0.711,0.754,393.8924611328125,472.50196582031253,Carting,Carting,78.60950468750002
trip-153825176119406022,IND000000ACB,37.2913,0.569,0.78,321.6172887695312,483.10758349609375,Carting,Carting,161.49029472656252
trip-153833066602547254,IND000000ACB,44.578,0.403,0.639,245.83254711914063,431.1564562988281,Carting,Carting,185.3239091796875
trip-153834661844415584,IND000000ACB,38.4394,0.616,0.838,346.6346209472656,514.9763076171876,Carting,Carting,168.34168666992196
trip-153841844188543940,IND000000ACB,40.2704,0.603,0.753,341.93821616210937,477.33560693359374,Carting,Carting,135.39739077148437
trip-153842964686814162,IND000000ACB,38.5055,0.602,0.83,339.74408642578123,511.08989135742183,Carting,Carting,171.3458049316406
trip-153850290910260618,IND000000ACB,40.3387,0.711,0.754,396.0663611328125,477.93671582031254,Carting,Carting,81.87035468750003
trip-153859016692443651,IND000000ACB,48.1117,0.403,0.621,249.3662471191406,430.6892841796875,Carting,Carting,181.32303706054688
trip-153860523691567576,IND000000ACB,37.4313,0.603,0.83,339.00533564453127,508.60220629882815,Carting,Carting,169.59687065429688
trip-153680931806467130,IND000000ACB,54.7705,0.54,0.597,324.5615766601562,435.65189697265623,Carting,Carting,111.09032031250001
trip-153687170883873457,IND000000ACB,39.7214,0.582,0.779,330.84545395507814,488.8240383300781,Carting,Carting,157.97858437499997
trip-153689543114119750,IND000000ACB,43.9368,0.662,0.694,374.9730548828125,457.05522631835936,Carting,Carting,82.08217143554685
trip-153695750044264580,IND000000ACB,39.5902,0.582,0.789,330.7142539550781,493.55939282226564,Carting,Carting,162.84513886718753
trip-153753840972698011,IND000000ACB,38.424800000000005,0.895,0.901,485.9582167480469,546.6341130371094,Carting,Carting,60.67589628906251
trip-153763047980223444,IND000000ACB,37.7564,0.9,0.906,487.765433203125,547.3103420410156,Carting,Carting,59.5449088378906
trip-153771054250656932,IND000000ACB,37.428,0.878,0.885,476.2059541015625,535.8282702636718,Carting,Carting,59.622316162109314
trip-153779987962526295,IND000000ACB,38.318,0.895,0.901,485.85141674804686,546.3671130371093,Carting,Carting,60.515696289062475
trip-153788926866716029,IND000000ACB,44.7569,0.798,0.826,443.58844296875,524.9189833984375,Carting,Carting,81.33054042968752
trip-153797747923026154,IND000000ACB,38.6611,0.9,0.906,488.670133203125,549.5720920410156,Carting,Carting,60.90195883789062
trip-153806153543951586,IND000000ACB,38.7686,0.9,0.906,488.777633203125,549.8408420410157,Carting,Carting,61.06320883789067
trip-153815135783221127,IND000000ACB,38.0858,0.761,0.795,418.70542890625,492.8574748535156,Carting,Carting,74.1520459472656
trip-153824010753919506,IND000000ACB,37.638,0.761,0.795,418.25762890625,491.73797485351565,Carting,Carting,73.48034594726568
trip-153832584320358026,IND000000ACB,44.2645,0.544,0.656,316.4603312988281,438.77288330078125,Carting,Carting,122.31255200195312
trip-153841220230440106,IND000000ACB,37.9636,0.761,0.795,418.58322890625,492.5519748535156,Carting,Carting,73.96874594726563
trip-153848914944777528,IND000000ACB,38.0743,0.895,0.901,485.60771674804687,545.7578630371094,Carting,Carting,60.15014628906249
trip-153857717727716574,IND000000ACB,38.019,0.895,0.901,485.5524167480469,545.6196130371094,Carting,Carting,60.06719628906251
trip-153676280902572366,IND000000ACB,57.9886,0.554,0.612,334.7771437011719,450.8737216796875,Carting,Carting,116.0965779785156
trip-153679153372387871,IND000000ACB,60.191100000000006,0.285,0.66,202.8499134765625,480.70107763671876,Carting,Carting,277.85116416015626
trip-153685014705651656,IND000000ACB,59.2112,0.527,0.612,322.5902283203125,453.9302216796875,Carting,Carting,131.339993359375
trip-153687740814965580,IND000000ACB,59.1973,0.23,0.593,174.3416634033203,444.5484562988281,Carting,Carting,270.2067928955078
trip-153696330449344583,IND000000ACB,60.4095,0.285,0.66,203.0683134765625,481.24707763671876,Carting,Carting,278.1787641601562
trip-153704913585473554,IND000000ACB,60.1563,0.23,0.593,175.3006634033203,446.94595629882815,Carting,Carting,271.64529289550785
trip-153713617940067966,IND000000ACB,57.0995,0.23,0.593,172.24386340332032,439.3039562988281,Carting,Carting,267.06009289550775
trip-153722299088891693,IND000000ACB,60.0094,0.23,0.593,175.1537634033203,446.57870629882814,Carting,Carting,271.4249428955078
trip-153730876434479605,IND000000ACB,60.1334,0.23,0.593,175.2777634033203,446.88870629882814,Carting,Carting,271.61094289550783
trip-153678481882807718,IND000000ACB,67.76310000000001,0.458,0.781,296.54457888183595,559.7324570312501,Carting,Carting,263.18787814941413
trip-153686690042377159,IND000000ACB,66.8808,0.444,0.764,288.7441728027344,549.0823405761719,Carting,Carting,260.3381677734375
trip-153672012445728568,IND000000ACB,64.5048,0.78,0.827,454.40879169921874,574.9146184082031,Carting,Carting,120.50582670898433
trip-153677101487807548,IND000000ACB,65.0234,0.779,0.848,454.35418002929686,586.3796669921875,Carting,Carting,132.02548696289062
trip-153677962405746793,IND000000ACB,60.0521,0.221,0.547,170.6044681640625,423.7182321777344,Carting,Carting,253.11376401367193
trip-153680782925364456,IND000000ACB,59.4295,0.542,0.6,330.40365161132814,448.4440808105469,Carting,Carting,118.04042919921875
trip-153685194738347554,IND000000ACB,60.4777,0.584,0.64,352.38861918945315,471.0203913574219,Carting,Carting,118.63177216796873
trip-153689247321056741,IND000000ACB,75.6142,0.577,0.72,364.2588838378906,549.0096516113281,Carting,Carting,184.75076777343747
trip-153695691866806518,IND000000ACB,67.5236,0.42,0.753,277.5523933349609,545.531900390625,Carting,Carting,267.97950705566404
trip-153697971410675506,IND000000ACB,74.8514,0.525,0.696,337.1608177246094,534.932943359375,Carting,Carting,197.77212563476564
trip-153702461885646620,IND000000ACB,58.5734,0.577,0.633,347.0149588378906,462.96325463867186,Carting,Carting,115.94829580078124
trip-153704022021751065,IND000000ACB,58.1676,0.221,0.547,168.7199681640625,419.00698217773436,Carting,Carting,250.28701401367186
trip-153706723219723546,IND000000ACB,55.7175,0.54,0.597,325.5085766601562,438.01939697265624,Carting,Carting,112.51082031250002
trip-153711291938450659,IND000000ACB,56.0176,0.601,0.631,356.3771886230469,455.4656613769531,Carting,Carting,99.08847275390622
trip-153712941150076225,IND000000ACB,57.4336,0.221,0.547,167.9859681640625,417.1719821777344,Carting,Carting,249.18601401367187
trip-153715154747304889,IND000000ACB,74.7509,0.527,0.687,338.15324375,530.190482421875,Carting,Carting,192.037238671875
trip-153719767328341634,IND000000ACB,57.412,0.603,0.633,358.91319018554685,460.05975463867185,Carting,Carting,101.146564453125
trip-153721419467972689,IND000000ACB,56.9461,0.219,0.549,166.68019271240235,416.6683200683594,Carting,Carting,249.98812735595703
trip-153723958462510806,IND000000ACB,60.0287,0.565,0.638,342.65730107421876,468.83301098632813,Carting,Carting,126.17570991210937
trip-153728267359147312,IND000000ACB,70.6563,0.51,0.682,325.7623333251953,517.7075529785157,Carting,Carting,191.94521965332035
trip-153729924566706587,IND000000ACB,70.4139,0.279,0.695,210.14137802734376,523.5769252929688,Carting,Carting,313.435547265625
trip-153732541288726824,IND000000ACB,55.2201,0.563,0.635,336.6772228027344,455.7091550292969,Carting,Carting,119.0319322265625
trip-153736839798997660,IND000000ACB,68.803,0.715,0.772,426.3156647949219,557.9195483398437,Carting,Carting,131.6038835449218
trip-153738603325365260,IND000000ACB,69.9188,0.279,0.695,209.64627802734375,522.3391752929688,Carting,Carting,312.692897265625
trip-153741070891259474,IND000000ACB,81.0445,0.487,0.682,324.7045646972656,543.4641247558593,Carting,Carting,218.7595600585937
trip-153745863910971141,IND000000ACB,63.677,0.795,0.831,461.07208056640627,574.4596203613281,Carting,Carting,113.38753979492185
trip-153747331448955096,IND000000ACB,55.7895,0.219,0.549,165.52359271240235,413.77682006835937,Carting,Carting,248.25322735595702
trip-153749605506846857,IND000000ACB,77.97710000000001,0.527,0.715,341.3672062011719,552.4205942382813,Carting,Carting,211.0533880371094
trip-153754507920030888,IND000000ACB,57.098,0.603,0.633,358.5991901855469,459.2747546386719,Carting,Carting,100.67556445312499
trip-153755832441817692,IND000000ACB,55.4755,0.219,0.534,165.20959271240235,405.8177478027344,Carting,Carting,240.60815509033205
trip-153758692442769959,IND000000ACB,76.6622,0.503,0.681,328.2728719970703,532.2600532226562,Carting,Carting,203.9871812255859
trip-153763311420800873,IND000000ACB,57.7169,0.397,0.516,256.4263421386719,402.14039453124997,Carting,Carting,145.71405239257808
trip-153764523680949417,IND000000ACB,77.6447,0.143,0.597,149.2098092529297,492.6617377929688,Carting,Carting,343.4519285400391
trip-153767142512201653,IND000000ACB,76.3048,0.577,0.72,364.9494838378906,550.7361516113281,Carting,Carting,185.78666777343744
trip-153771955789322995,IND000000ACB,56.5218,0.395,0.513,254.09147163085936,397.9626420898437,Carting,Carting,143.87117045898435
trip-153773076122400718,IND000000ACB,59.3858,0.221,0.547,169.93816816406252,422.0524821777344,Carting,Carting,252.1143140136719
trip-153775442075182226,IND000000ACB,55.496,0.563,0.635,336.95312280273436,456.3989050292969,Carting,Carting,119.44578222656253
trip-153780080747395740,IND000000ACB,61.9622,0.752,0.811,437.94803984375,560.4364143066407,Carting,Carting,122.4883744628907
trip-153788841657014786,IND000000ACB,57.2215,0.603,0.633,358.72269018554687,459.5835046386719,Carting,Carting,100.86081445312504
trip-153797675372884717,IND000000ACB,57.0145,0.601,0.631,357.3740886230469,457.9579113769531,Carting,Carting,100.58382275390625
trip-153806041711097254,IND000000ACB,70.4744,0.581,0.719,360.9534344238281,535.4380141601563,Carting,Carting,174.48457973632816
trip-153814535805519893,IND000000ACB,60.791,0.534,0.619,327.71830712890625,461.2520666503906,Carting,Carting,133.53375952148434
trip-153823491081547334,IND000000ACB,57.9164,0.603,0.633,359.4175901855469,461.3207546386719,Carting,Carting,101.90316445312499
trip-153825150785083095,IND000000ACB,54.0602,0.273,0.606,190.80827739257813,437.9748713378906,Carting,Carting,247.16659394531246
